S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20 S21 S22 S23 S24 S25
1552 738 1643 1054 1502 1024 1260 1196 972 1100 1314 1496 832 950 1546 1325 1356 1317 1382 1876 1321 659 863 1041 821
534 704 888 772 1217 713 674 894 567 973 388 481 1300 997 1401 984 1175 1014 728 831 5246 5099 7712 3427 3715
5378 6306 4474 8877 9196 6290 6846 6373 6306 8173 2434 4398 10365 7026 5735 3255 8713 6587 3126 5635 786 1039 1396 1601 703
2118 2886 3129 1450 1775 2003 2992 2133 1226 1654 1478 2552 1673 2801 1738 1787 1506 1745 1984 1870 1635 2282 2435 2126 1888
3828 6311 9459 2919 3387 4063 6371 5334 4099 4350 4006 3620 7702 3733 4112 4164 4330 2414 3943 5841 2682 3049 4799 3378 2575
2036 2008 4488 3550 3388 2955 2960 2970 3092 1842 2004 2706 4163 3577 1909 2577 3995 2899 2633 3546 1828 1958 1703 4164 2194
2107 1642 1171 1598 899 1570 1455 953 1017 1770 2126 2882 1887 2596 1849 1576 1605 1858 909 2265 3037 2081 2484 5796 5158
1657 3016 2623 2425 1619 1541 2142 1187 3666 1195 1913 2418 1622 1264 1608 834 1466 3146 1614 1666 696 452 1114 576 646
2121 1608 2040 1820 2876 3810 2198 3338 1504 3053 3116 1246 1801 3864 3375 1733 1738 2671 2506 3364 1755 879 1184 1351 1111
111 67 105 112 134 158 85 64 136 92 139 126 132 72 110 93 147 78 140 78 1661 1269 2118 1878 2022
771 731 569 962 925 824 945 1174 678 1527 680 1204 817 1039 1397 1234 1353 1095 499 654 2242 3956 1910 1361 2329
3179 1786 1689 1614 1906 2337 1312 1939 3011 1842 3799 2127 1588 2677 1191 2288 2640 2498 2563 2025 5994 7905 4340 4928 5486
6499 5279 6803 3043 5893 4478 4602 5739 3552 4449 4110 4613 9649 4061 9941 6671 5009 7613 5373 2583 1605 798 1089 1015 2038
1121 1032 1887 1235 1019 1958 1831 2498 1515 1728 903 892 1224 1627 1750 2121 1106 1287 495 2399 2965 2707 2371 2947 3336
1773 2060 2124 1919 1683 1393 1719 602 1644 1568 2661 1413 969 1573 2147 2175 2253 2942 2684 1812 1966 1163 1314 1474 1153
6016 4208 4531 3760 3919 3485 3508 2853 6196 2515 3681 4221 2170 5528 3569 3807 5973 3970 3469 3799 1761 2242 2666 3719 3471
3218 3352 4077 2805 1146 3361 2426 3370 2377 1339 3918 2394 1142 2598 3179 2311 1935 2587 3397 2601 244 399 723 663 409
4538 5451 3978 5791 6493 3334 3386 5185 3880 5480 1926 4719 4650 4219 3530 4781 3526 5175 6995 5568 1777 1253 1222 1397 1193
4793 5190 4507 4019 6235 5124 6270 4474 6962 7363 5375 4997 4624 5036 4164 6455 5708 6844 2603 4927 5983 6282 7896 8295 6966
2744 6198 4315 2682 2258 4578 3373 2627 4174 1236 2065 2877 4352 2390 4780 3732 2299 5304 4119 3662 1861 2961 1978 2332 1954
1933 3150 2316 1773 1336 2930 3593 3101 3225 1684 2594 4092 5336 1675 2863 4555 1912 2161 2298 2104 2131 2126 1598 2391 3025
1771 1513 1363 1830 2549 2068 1411 1066 3000 901 1468 1712 1891 1890 2320 1979 2442 1091 1773 1838 1006 1535 1899 1785 2003
6879 5061 6007 4912 3471 2373 5248 3522 6263 5948 4236 6018 3219 2522 3810 3591 6504 3528 5094 4345 2787 2388 1799 2155 2917
1218 2167 1256 1997 842 1319 988 1218 876 2576 1353 768 1109 1561 1289 696 2714 883 524 1431 3478 4619 3160 3940 2346
1777 3153 1967 1348 2122 3237 4359 2375 3238 3324 1640 2539 2476 1680 2817 2064 2789 2178 1845 2456 2801 2652 3454 2460 2431
1947 1131 2146 2183 2721 2536 2634 2726 1812 1527 1415 794 1639 1267 2521 1856 2315 907 1675 1681 840 903 561 750 585
7429 6473 3178 3179 6025 7182 5514 6484 5197 7032 8453 3613 6647 8565 9004 5286 7279 6953 11222 9875 2930 4324 4421 4151 3137
1648 605 1135 1233 684 1202 691 727 836 939 1054 972 790 591 1081 1343 771 814 1195 743 6732 7924 5626 7980 4494
962 814 1827 1081 740 1617 856 599 1129 1093 1255 1879 1547 1129 1314 590 980 1550 1401 1595 1006 1620 1324 970 709
1720 4434 4697 8781 3338 4643 3122 2305 4287 3250 4445 3069 3297 3314 3237 5328 4422 1913 2645 4883 2960 2309 3441 1930 1626
2538 1520 1333 3339 2020 2041 1062 5419 2242 1985 1126 2707 3261 1544 3707 1899 2085 1817 2766 2584 4207 6072 5012 4714 4880
1816 1420 1214 2990 2227 889 1319 1922 2222 2416 2278 2598 1280 2062 1981 2220 548 1329 1626 1384 4481 4585 2760 5843 3558
2177 1453 2438 2813 2829 2058 1243 1909 2281 3866 3975 2296 4323 3128 3364 1554 2394 1304 1652 3113 1861 2233 2627 1672 2986
1087 2068 1804 878 1174 1844 1298 1811 1438 1864 1557 1411 1521 2229 1496 2106 2318 3415 1661 1454 8673 9495 6391 4100 8558
4915 4969 3676 5324 6272 6202 4276 7995 5401 8089 5954 6279 7414 7288 7823 7116 3787 4999 6128 5525 2545 2806 2136 2196 3739
319 511 515 322 598 535 550 398 286 651 553 571 323 353 422 659 372 377 696 759 1237 1198 931 746 850
993 817 918 979 1405 1172 967 1290 731 1366 895 896 1086 1018 929 597 973 2135 1757 1245 2899 3069 1507 1317 2747
1346 1005 758 801 896 901 668 1258 2408 825 580 702 622 788 947 816 787 1271 721 1126 3861 4897 5142 6840 5219
6994 8054 9431 9597 7658 9210 7884 6024 5381 9726 5108 10045 5916 8859 9493 6562 9935 10129 8480 4778 1722 3183 2790 1974 2790
7210 7674 9337 6972 4475 6745 9720 5321 5894 5586 8873 4908 3146 4724 6516 4914 3745 5390 11272 3491 12766 14066 8808 7278 12064
3843 3319 4548 4981 4664 3506 3092 3368 2097 3881 2211 3850 4202 3512 3599 2721 3015 3446 3462 4200 618 631 757 778 406
3007 2077 2924 3762 1575 2745 3375 3139 2347 2516 2901 4458 2047 1315 2966 2063 3746 3095 3119 3391 561 490 439 284 500
743 505 551 579 526 362 304 562 446 707 721 566 518 574 921 409 350 645 478 737 6421 5839 10990 11798 8422
1691 1388 1434 2188 1199 1176 1239 1842 2047 1638 950 1700 907 1419 818 1859 864 1176 726 1383 2762 2882 5612 5515 7215
4046 1990 4596 3034 5098 3404 2761 3767 3747 4789 4550 2359 3410 3737 4350 3992 1756 4045 3568 3040 8552 8049 7849 8260 9765
3166 1477 2812 2185 2321 2401 2358 3011 2871 1740 1793 2784 2429 2572 1377 1199 3495 1949 1330 3026 2462 4182 3609 4540 3113
1354 1568 1174 1103 653 894 902 1165 699 1341 1324 520 901 645 748 1052 1207 659 920 1364 5252 6188 4730 2397 8247
3013 2996 2494 4428 2691 1840 3016 3411 3924 3784 2468 3746 2473 2663 2334 3001 2590 4023 3213 3080 1108 1728 2047 1589 2123
1762 1846 2059 1121 1658 1615 2721 1905 1649 1828 2087 2043 1570 1774 1726 2114 1151 1888 1228 1891 8890 9729 6731 8349 7935
3564 5371 3222 2732 2694 5611 3312 3597 4841 2046 1517 4834 3306 1234 4695 5591 2408 3166 4814 2852 2357 1533 1828 1246 1874
2897 5194 3853 3279 2194 1933 1951 2379 1765 2347 3925 1446 2560 2182 3889 5299 2617 2943 3745 4171 6931 5297 5849 4626 8362
3691 4409 4366 3767 3689 3345 3616 2154 4634 1856 6807 6523 4098 4623 3904 3822 3049 3337 3771 4925 9619 9596 15843 8226 8346
775 878 542 712 548 1039 962 833 1192 1336 853 654 1005 883 501 1035 945 868 833 794 1489 628 1365 1570 2929
3698 5396 3316 3169 2966 3224 2015 2938 2835 2566 2305 3260 3443 2749 2535 2603 2373 1813 3558 3563 772 1393 1456 1465 1132
4179 2263 3697 4730 3704 2570 4758 2683 4229 4894 2779 3187 3461 3332 2848 3797 4619 3645 1810 2558 3224 3287 1889 2064 1752
642 456 704 509 732 292 350 629 243 662 586 379 381 467 468 527 920 572 513 680 460 951 556 1555 1096
3757 2458 5567 2708 3025 5074 3888 4285 3365 2230 3869 4125 4033 4546 3996 2746 4661 3128 3819 1790 541 1390 436 320 660
3498 4338 2116 2284 5788 3495 4952 5411 4456 1725 4334 3775 4551 5225 4183 4424 4977 4354 3407 5737 1829 1835 757 1738 1936
716 1082 1258 1134 1080 735 698 555 621 1017 696 1212 841 1205 1422 832 1216 561 845 702 5456 1844 3211 2818 3335
7493 5314 5781 9078 11148 5891 7090 7115 4136 9048 5375 6670 7470 5770 11259 7659 4118 11448 2072 10277 1013 1875 2132 1085 2177
1454 3329 3144 2293 2833 3770 5077 3631 1686 2476 4219 3557 3732 2767 1829 2788 3958 2368 2797 2704 1604 2520 2478 2202 2068
7515 13793 13298 12616 9644 11538 13812 10322 10688 13240 16652 15901 18438 14844 13801 19378 7689 9548 12696 13101 2072 1866 2473 1869 1052
2984 2672 3189 3360 2525 2991 1902 2932 4419 2241 5944 2560 1719 1910 2587 2859 2051 1789 1964 3003 9049 4230 4636 7956 6394
2679 3379 4963 2739 4141 2733 2443 3566 1678 2160 2354 3479 3232 4140 3808 2371 4455 3089 3568 4693 3675 1941 2536 1838 3759
2976 7440 6364 6672 3313 7594 6737 8586 7648 4077 8048 5615 8686 3342 5525 7236 5438 5506 5215 7159 723 612 1190 525 1436
2320 1008 1933 1679 1052 1414 3409 2314 1100 1506 2093 2740 3149 3755 3298 2608 1749 3791 2995 1329 1845 2087 1346 1293 1424
2100 2303 1658 1142 1595 2060 2930 1381 1299 2907 2883 1027 1982 2400 2664 1413 1851 1549 1527 1680 4316 2513 1858 2335 1688
1010 1589 1687 1684 1359 1189 541 1102 1048 984 1322 813 940 665 1251 1235 2008 1001 809 709 2630 2126 2908 2186 3334
1244 1684 1083 925 887 1290 686 1871 1519 1848 2501 1769 1423 1657 1101 1024 1416 1776 1252 1425 1639 2222 1630 2574 2246
1666 1528 3862 2939 1687 1852 1829 2456 1530 1906 2438 1143 2683 1856 1351 3762 1310 2590 1607 2079 1932 1256 800 1729 2123
731 753 506 523 484 430 446 231 470 239 464 470 664 305 243 422 422 820 745 781 2163 1292 1606 1930 1997
5027 5064 3595 7698 5873 8057 6920 7800 6747 5726 7107 7989 7101 8783 6337 5228 4003 5342 6180 5704 3996 3862 6408 4831 6584
6086 4605 8674 6159 5902 9707 8431 5600 6011 7008 2387 6868 3845 7845 4914 5871 6132 5269 3805 7189 901 641 1501 889 1246
4205 4456 3776 4113 5730 3603 3924 3257 5705 4396 8675 4246 4155 4218 3040 7972 4965 5238 4997 4027 894 629 908 486 596
567 2118 979 1003 1418 1181 1241 484 1177 1288 705 1128 1369 497 1235 517 1052 988 1317 1703 1732 1706 1682 2253 2678
4001 8000 8838 2627 8773 4235 3123 10281 4270 4444 7067 6202 10327 7872 5423 4193 3951 9295 2796 9623 9614 10982 7534 3469 4145
544 1218 862 1417 1073 940 702 969 860 491 1280 1119 858 984 771 845 982 1355 1362 1548 5382 5831 6980 4422 2352
1543 4009 4216 1805 3780 3730 2413 3055 4038 3351 3726 3937 3195 2464 1866 4606 1250 2251 2224 4030 602 912 532 1066 2472
1959 2228 2236 2725 1512 1580 1758 1879 2872 2088 2641 2326 2529 2627 2939 2269 3248 2597 1900 2838 5764 5605 3390 2572 3959
3155 6513 4648 4260 5412 4354 2090 2624 4829 4976 3701 3149 3850 4133 4736 5701 1808 6274 5787 3900 1642 1740 1645 838 1752
2667 4515 7212 3280 6383 3140 3043 3124 4260 4307 4653 4725 1544 2437 2088 4141 4301 2683 4745 4892 571 1098 1026 435 1555
1962 2604 1383 2180 3584 3438 2007 2432 3924 2538 2354 1324 2213 2945 4678 2322 3182 4087 1676 1946 842 569 796 929 679
3395 2913 3775 2814 4955 1768 3108 5345 5638 5177 5192 2658 3358 5444 8434 5756 3344 4732 4093 3389 4571 2666 2233 2881 1491
1849 2572 3232 1835 2397 2273 1739 2861 1539 3292 1204 2627 3077 1827 1731 2883 1932 1591 1678 2217 4607 4111 3990 2976 2940
2347 2153 1447 2274 3617 2506 3500 2374 3525 3425 2764 3318 1670 2498 2230 3285 1892 3049 2879 2373 3739 4994 6288 4139 3477
5368 6911 7150 5098 4556 7123 7024 8532 8434 10658 4825 6977 4793 5126 10263 7064 10633 10048 4941 7892 782 961 1107 484 1063
894 987 613 1088 586 904 590 1097 744 616 333 934 888 515 376 535 462 758 413 782 907 2047 1122 1143 1883
1304 1150 1044 1315 1709 1201 1695 1323 1574 1242 1089 1680 1196 1107 1462 784 1303 2333 785 1218 2448 1779 2424 2077 1996
3174 2168 3135 2140 1983 1460 1326 2058 2278 2132 2008 1103 1375 1892 1499 2256 5508 1859 2641 1881 2191 1523 1086 1194 802
1175 558 975 1100 998 1202 1051 927 1022 1040 934 783 978 902 1849 1040 1182 2076 749 796 1678 3775 3020 2159 3222
3738 2856 2575 3614 4744 3348 4247 3176 2756 3892 1094 2210 2763 3884 3901 3287 1469 4726 1882 3064 4865 3909 4561 5273 4103
4877 4155 2521 4251 4706 5002 7856 6342 8422 7047 6648 6831 3595 5402 10668 4965 5474 6730 4737 6546 1720 2649 2481 1472 1412
2212 2252 1640 2319 3857 3050 4177 2444 2537 2912 1750 2369 4835 2838 3414 3571 4586 2773 3114 3438 1305 2882 2185 2928 2974
2358 1764 2085 1340 2339 1985 881 2009 2449 1878 2006 1593 1873 1870 2405 1748 1484 694 2115 2701 744 918 1271 1126 603
1415 951 940 1761 1526 1619 2294 1107 1316 1464 1073 965 1076 1184 2123 1935 1657 1247 1431 617 2949 2655 2506 2342 3005
1173 1346 1059 946 1179 1262 741 624 1687 968 836 1089 1295 840 895 1207 1747 753 579 1589 1448 1090 1683 1175 2185
1414 1099 1809 2409 1472 1054 2297 1800 910 2896 3117 1563 1519 1569 2028 2411 1734 1826 2281 3137 2398 3207 3313 2608 4536
3399 3331 3730 7073 2931 5381 7603 2924 4101 6227 5634 2115 3688 3834 4881 3816 3089 4396 7458 2083 7379 5064 8974 5594 5385
2992 1900 1490 3265 2491 2423 2818 2708 3317 3016 4255 3971 2018 1910 1607 2427 2076 3222 1765 1931 5003 5277 5808 5723 5105
1777 1164 1232 1340 1996 1602 1146 672 1639 1740 1566 1755 1797 2311 792 1822 1510 1346 1764 1926 823 2187 3036 972 1832
74 67 61 45 46 21 46 52 61 32 39 23 17 57 67 52 45 46 46 71 3301 1938 4154 1436 3981
782 551 1073 961 649 1004 921 954 1298 822 611 668 977 709 1097 1118 655 803 545 832 2269 2931 1302 1425 2900
3886 5260 3449 5784 6145 6502 4097 6565 4401 9016 8331 3618 5050 4975 4944 4348 5875 11195 5834 5156 3354 7777 5195 6043 3767
1026 905 1077 838 1678 1513 1507 1159 1171 1849 1583 841 1282 620 1359 1469 915 648 902 1668 972 2245 2554 1342 1314
3295 2713 6307 7979 3363 2826 3638 5229 3452 5088 3092 2925 2222 3631 4299 8301 2742 5340 3606 3492 2394 4755 2002 5425 2613
1583 3295 2644 2069 2033 1945 2134 2175 1537 2965 1672 2088 3199 1067 1225 1090 2138 2950 1223 3807 4562 5945 2485 3711 3685
3522 4864 4910 2413 2256 4061 4090 2997 1888 6964 3980 2105 3660 3492 3485 2761 4857 1436 2524 2652 3243 2086 2037 1867 2626
2652 3557 4080 4430 3282 4658 3695 5667 2775 4352 5116 4524 4612 4046 5688 4135 3536 4591 3937 5989 268 319 376 288 367
1823 1845 1676 1724 2056 1956 941 2335 1560 1478 1660 748 1111 1368 1873 1027 2078 1289 992 1493 1313 1117 1779 2490 1521
6047 2298 8714 3589 5874 3026 6121 6902 5686 6028 5338 5998 8292 5552 6102 8366 6592 5111 5844 4674 2637 3720 5953 3065 1821
2194 3284 2625 2359 2103 2940 2281 3058 2140 1776 2502 2720 3192 1115 2174 2352 2622 3571 2199 2432 2220 1537 1339 1522 1369
2925 5281 9438 2226 2807 6267 5928 3822 5558 6029 4828 3344 5858 4806 5651 3415 5456 3521 3706 2672 356 655 492 521 530
17511 13280 18844 13636 13545 14558 14668 7146 12334 6286 14145 7886 7252 11784 11382 13166 19487 11796 22013 12617 2722 1993 3372 2872 5013
3743 5541 5434 2585 4040 4648 4697 2500 3190 4921 3558 2692 2941 3968 4559 3014 1895 4945 3471 4742 2610 2325 2051 1979 2239
1193 1626 3108 2686 2828 2643 2867 3499 2244 1394 830 2704 1800 1488 1698 2452 2312 1382 3264 1829 3045 1301 1516 2122 2005
413 303 825 756 965 707 849 760 968 478 640 791 275 616 649 623 580 652 876 546 1270 1020 767 1333 695
553 714 494 810 615 715 320 475 961 582 303 556 435 312 865 464 442 507 399 804 4585 4790 3325 4025 6292
2762 3484 2608 2955 4284 3528 3259 6453 3001 3766 3305 3519 2294 3932 3034 3495 3675 2386 1407 3995 3698 4345 6006 3718 3747
3396 3040 3715 3991 1616 4089 4035 5154 3413 2044 2246 3886 3034 3486 6063 4760 3785 3194 2979 2647 1617 3390 1665 1658 2078
5134 2192 3749 4307 3833 2580 4862 3363 5045 5851 3194 3770 2938 3927 3042 4643 2710 3742 6229 4587 8553 6688 20056 10211 9845
5023 4402 4773 8635 4956 3730 6991 7573 5473 5167 6574 6104 4864 6465 7371 6124 4862 7305 6411 5941 529 333 391 659 433
2564 3578 1207 3741 3344 4825 2506 2883 4137 1440 2215 2551 2566 3288 3034 1456 2899 2249 2523 1251 9844 5963 8034 14835 3148
532 486 147 497 369 397 419 612 197 354 757 297 327 550 252 519 424 225 301 610 5566 3382 6541 2648 4111
463 1164 1706 721 1132 708 989 1190 851 470 1222 806 391 891 1196 878 795 921 854 1092 1736 3441 2395 3251 2526
4380 6117 3758 2706 3883 7362 4418 6129 4634 4214 5573 4742 5704 4542 7698 2743 3490 2847 8646 3963 6679 6068 5145 5320 4452
1311 3148 1955 2457 2882 2820 2947 3257 3811 3828 4963 2111 3660 2835 5038 2045 5723 3750 2280 3801 274 938 712 542 949
4764 4829 2703 4512 6480 3333 5363 3022 8301 2050 5018 6015 4429 5494 3381 4632 2912 5991 6116 5888 6022 5401 5602 6689 3778
3230 4095 3477 3720 2087 2504 3621 3618 1959 2891 2516 2310 5037 2902 3361 3178 2347 2823 2206 2890 1799 1155 1200 1707 1817
1197 931 1465 1925 1097 1393 1587 1194 1208 2151 1963 1715 1141 1964 1224 1957 2329 2292 1820 1528 2166 2755 2722 2643 2387
2970 2326 4681 3643 6843 4421 3141 3706 4228 6617 5206 2116 3731 5719 5175 3533 2452 3733 3906 7110 6495 11252 5864 4922 3747
219 255 425 306 361 248 187 331 395 382 235 215 194 191 370 436 202 356 358 361 698 711 1897 869 1124
1614 782 1149 1723 588 1581 936 632 1731 875 1638 1144 1035 871 1529 1261 1442 1248 822 787 2986 2792 1233 1692 2767
3930 3021 5083 3137 5177 4428 3663 3462 3860 5524 2866 2766 2117 5283 2964 4339 3843 3659 4445 3017 1173 1557 546 1077 1689
5164 1513 4027 3628 3646 3937 6589 4953 3583 4778 4165 3171 2335 4352 4874 5783 5447 5735 3375 4536 5221 2717 1800 2420 2246
4215 2517 3086 8282 3513 4746 3495 4662 6821 5504 5295 2851 6426 4751 3049 4136 3558 5304 6427 4063 639 896 814 437 1313
3971 4679 3859 2626 3690 3319 3395 3017 2636 3253 4081 2299 2243 4312 3136 2804 3430 3598 3666 2785 4418 3734 3336 1967 5572
1166 597 896 1531 1323 483 1005 1219 1396 1769 1373 1035 1851 860 581 1116 1513 577 1397 1183 164 263 185 116 409
3699 3318 4818 3794 3806 3291 4927 5072 2254 2245 5073 2434 2977 5534 2085 2423 2127 2703 3943 2050 3939 2058 5139 5746 2450
345 282 243 308 192 189 313 275 216 243 293 576 484 380 306 273 329 551 272 226 812 2022 1792 1282 2216
2140 1280 829 1825 1311 1152 977 1685 2242 790 1029 1532 1083 1278 678 1228 1615 1025 1053 1361 355 236 245 413 188
535 1147 869 605 896 1544 853 638 913 747 1161 793 646 1453 809 840 628 1308 1341 546 393 1037 508 380 651
1126 1647 1644 1233 1604 815 950 1650 1489 2159 1561 1670 600 1426 774 751 1002 1118 705 1557 2700 7364 6325 3908 5241
728 906 621 762 397 556 905 691 584 655 1467 499 962 668 919 675 854 635 602 703 654 469 571 670 1079
667 952 459 457 578 758 1054 766 622 931 503 1304 693 829 908 714 979 489 974 732 1117 1020 1682 1318 2378
5967 4600 5771 3800 2759 4581 7646 2900 5611 7378 4468 5309 4827 8690 5857 6022 8189 5032 6294 3990 1840 3153 2808 2126 1346
3942 4894 4171 4251 6413 2856 2826 4950 9118 3703 4730 6471 6674 4347 3240 4444 2236 6078 4220 8689 2810 3685 3950 2747 2984
6009 4375 2889 7760 6654 5644 3603 4579 6848 6258 5039 4439 4413 6715 4709 6605 4824 5057 5282 6328 1008 1628 1166 1215 1836
7803 4022 3325 4297 5026 3446 5620 3489 3521 4109 4071 2594 4765 4475 5313 3465 2762 3442 4449 4471 3238 3582 5389 3023 2522
784 1132 1253 1017 1179 990 758 1739 873 802 1263 1156 615 1234 1413 677 1059 944 1556 934 1617 1985 1696 1738 3328
2304 2977 1582 2762 1608 1536 1264 1606 1059 1732 2371 1257 1620 2112 1513 1848 2239 1717 2127 1793 3719 3785 4947 4204 5172
3442 5144 3341 3405 1942 4027 6090 1668 3392 3078 4578 3389 3741 4079 5261 1657 2407 4378 3912 2230 2131 2379 1505 1173 2356
2438 2858 3803 1021 1823 2463 1585 2997 899 2444 1366 1987 2634 1926 2298 2910 1434 1000 1767 2611 7877 7577 7303 7263 3427
2952 2499 2032 2315 1018 1844 2675 2301 3221 1518 2406 1249 2058 939 2132 3105 1650 2051 2025 2246 683 356 311 582 434
718 317 321 220 571 349 381 506 337 362 645 307 230 591 577 368 496 479 396 869 6756 6968 2908 6472 6913
1418 1476 971 1320 1698 1282 1084 1718 1305 1654 1743 1654 1040 1155 1704 1894 1209 1280 1047 1629 2153 1721 1727 1234 1752
1974 2998 2823 2107 1886 2652 4317 4086 1305 3751 1892 1446 1941 1242 1749 964 3253 764 1798 1960 2364 3217 2653 1797 2061
3076 2901 4034 3780 3373 4136 3099 4268 1946 4584 2354 5335 3784 5094 4516 3875 3507 3847 2626 3103 8436 3391 6597 6345 3939
5659 3560 4285 5298 6463 1983 2217 2281 3150 4725 7409 4838 4849 4050 5696 4351 2353 5963 1977 5317 1950 3578 7678 5688 5600
1572 3880 3190 4858 3768 2961 2125 4455 3045 5316 2253 1188 4472 4998 3036 1810 2051 2556 3197 3832 3872 6318 4599 4649 6739
1161 1424 3121 2195 1477 1363 1332 2060 2041 3238 1984 1311 611 1814 1919 1915 1736 2148 2428 1961 1100 781 527 1222 1398
8245 5712 4299 4348 4319 4825 3801 4902 1994 6143 5986 4820 3659 5831 3004 4537 4696 3705 5250 6088 2258 1729 1358 3392 2405
3901 3734 5293 5238 3011 2978 2866 3499 5879 3339 2932 4788 5021 2542 2646 4409 3942 5398 4659 5528 5461 3602 2819 3333 4248
4729 3711 2981 4644 4477 2928 1835 4372 5817 3716 4427 7536 5180 2431 3177 5453 4174 4062 8938 5238 4556 5483 6768 4507 4134
6518 10816 7500 5258 2869 5323 5585 5043 5602 4080 4523 6250 3827 12694 4957 5472 3983 3875 5980 6215 3631 3354 1789 5839 3448
4003 3346 2863 3156 2423 4846 4511 4059 1950 2110 4203 3572 3215 3759 3047 2832 2603 4944 4189 3171 2037 1152 1884 2879 2748
8798 10144 16864 18255 13180 7188 10576 10477 8965 11016 10315 8910 9102 8584 4879 8368 7263 7874 8648 7069 483 356 325 671 702
2658 1761 3186 1951 2584 3293 3066 2578 3240 3469 2220 4000 2339 2630 1689 2630 3655 2252 2103 4189 1982 2459 2095 1326 2200
4502 3247 1716 3148 3013 4108 2446 3757 2304 2146 2329 2855 3372 2464 2756 3959 5028 3064 2699 4123 2942 7332 7045 5287 3968
4061 1235 2216 1393 3093 4588 2357 2203 1915 2471 2519 1934 2526 2194 2566 2200 1893 3722 3171 3055 6542 4933 7140 3025 4326
874 1050 1172 1203 1712 953 1008 1705 1079 1105 1282 1428 368 989 989 1134 603 902 1815 1485 1111 663 1650 1084 1278
6718 2017 4458 7752 3601 9918 4340 5558 7571 5111 4868 4358 6386 4689 5098 4406 7770 7374 7737 8428 2694 3294 3227 2666 4142
851 601 2168 812 1193 1294 1106 1431 874 892 1472 1277 1179 1112 801 653 1093 1159 582 551 2559 2036 1938 3643 2617
3264 3620 5608 2754 2746 1943 3341 2946 2258 1418 3864 4517 1352 1730 1788 3769 4612 4236 1558 3065 1682 2934 2155 2327 2912
