S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20
1995 3239 1804 2861 1954 5001 5628 5159 2421 5460 7436 12067 28049 17215 6677 12292 11814 10377 12057 19044
1527 2111 605 1760 958 2966 2227 3761 1887 4205 3049 5749 4907 5472 2471 1760 2536 2306 4150 3130
210 416 205 112 136 622 755 723 226 523 625 1144 1416 766 815 568 409 463 565 726
216 707 388 257 291 784 583 852 200 607 358 1534 922 1113 439 500 626 748 461 1100
983 1678 922 888 1002 3389 1835 4305 1095 1855 2442 3902 3446 3497 950 1696 1193 1582 3285 2492
460 1395 366 289 612 1265 680 1145 601 893 1176 3901 3842 5522 1375 2508 2147 1531 3232 2496
898 2215 1215 829 628 2368 1776 2170 758 2484 1597 3240 4550 4069 1412 1818 1502 531 2112 1647
149 448 530 276 214 395 569 1261 231 898 564 876 1454 1549 559 433 501 398 1143 654
982 3249 1176 1531 913 2544 3278 6277 1317 3940 1854 4467 5370 4711 2479 2077 1656 1632 4344 3610
346 1147 376 728 100 1107 1334 1616 537 1769 255 297 623 1593 266 211 177 245 887 185
1937 4647 2001 2322 2023 5374 4943 5061 1075 4459 3661 7818 2660 16087 2383 3158 1342 1565 4476 3595
1019 1966 1371 724 893 1924 1723 1635 1672 2757 2276 1978 3064 2275 1391 1721 1837 1327 3105 2220
446 1574 744 353 435 1219 638 2360 814 1098 592 2252 1919 1802 924 768 1270 678 2214 1985
3274 7042 2487 2588 2003 6234 4338 6919 2379 9669 2411 19199 9051 12854 9062 9974 5495 7122 11912 11978
1923 7180 3183 4013 3065 5903 6148 7556 2528 8053 4270 5594 10652 6316 4461 4383 3222 2927 6016 4144
378 1606 671 537 544 1597 601 846 639 1115 1335 578 1833 1708 386 1341 712 371 1360 556
315 2123 1131 549 699 2290 1471 1770 891 1716 1793 1750 2788 4313 971 1667 1042 1600 2153 2201
853 1016 1378 732 918 1657 1463 3169 545 1360 627 2061 3421 4286 1594 1579 987 1161 2857 2403
1078 6739 2204 1686 2673 7406 4967 7991 1203 7444 2856 5052 5480 11942 2187 3583 3707 3949 2437 8125
1298 5159 2714 1852 1749 3408 1267 3388 2175 1823 1913 3489 4204 3380 1558 3314 3050 2310 4004 5609
157 315 188 125 126 422 747 692 221 571 377 1645 484 1109 214 432 269 232 931 500
1400 8514 3877 2343 2079 5825 6764 6693 3251 5076 2310 9422 7379 13134 6157 2419 3696 2976 5347 7801
1417 3988 2356 1362 1433 4595 3483 3456 2244 1776 1538 5771 7668 6778 2021 3759 2586 3024 3773 3689
1426 2821 1415 2579 925 5840 2365 4798 1592 3206 2763 5730 3410 4208 1725 2975 2064 2925 8933 5257
587 1527 1043 1112 699 1770 895 2263 800 1047 1826 2810 4088 2668 2165 1608 1633 746 2207 1800
918 1459 726 835 890 2827 1473 2953 1285 2659 1154 2202 2121 4061 1745 977 1283 936 3059 1954
2268 8970 2193 1757 4238 4585 5910 5979 3036 4352 6319 5929 12476 14739 3673 10730 3650 4827 15024 6629
1792 5756 3548 2627 1470 8813 4966 3368 2228 5119 8653 10318 6530 7541 3154 5348 3223 2701 8192 15768
594 1652 792 1008 632 2344 1202 2877 668 2466 1779 1773 1790 3888 1649 1919 494 1059 1671 1102
71 389 168 117 68 458 318 190 100 196 249 490 296 577 249 170 149 226 333 333
1822 3200 567 950 2300 4229 1337 3724 845 2770 287 1124 1390 2459 637 1077 473 304 1658 1117
278 1038 709 390 274 1551 881 1194 210 899 323 418 332 701 165 300 334 390 535 406
2331 4530 4582 5249 3266 12542 6593 11167 4386 7352 7545 16924 12189 7514 7922 4551 4538 4274 16906 5999
2027 4138 3321 1391 2559 5583 4278 6527 4030 5633 5321 4593 6759 7897 4014 3589 4602 2324 13272 2747
519 1796 481 886 749 901 1278 1684 609 2167 761 2824 2754 1884 523 1626 1223 1352 3381 2978
754 4520 1276 1483 1148 2356 2702 3072 522 4958 1436 2766 4496 4278 2181 1873 1626 2442 5334 3227
107 202 105 135 150 277 165 286 132 195 150 479 224 575 160 219 100 161 426 218
217 931 331 525 235 1202 1051 992 357 790 639 1281 1209 1555 478 575 226 339 1396 780
1382 2756 1231 1401 1293 3397 2754 5233 1487 4974 1710 4482 5330 8219 2140 3110 1408 1815 4425 3115
219 352 139 216 144 361 460 341 196 329 359 600 331 869 208 197 195 108 568 425
2829 6136 3048 1811 4186 7123 2630 9936 906 10961 7176 5984 15020 10469 2599 6451 4491 2093 4784 10068
898 3806 2107 2094 927 4660 2525 4540 2769 2697 5693 4548 4835 3201 2129 3374 4357 2043 6006 7944
619 1553 1289 1400 1230 2954 2957 4860 786 3510 4462 10542 11172 18287 5795 8322 1929 4142 4998 10633
892 3711 1883 1148 617 4006 3284 4429 1435 1826 2952 3929 6373 2720 1785 2210 2368 1944 4436 2485
315 638 575 513 211 834 1079 990 527 674 564 1311 2178 2108 517 862 666 343 1975 847
488 3334 1366 722 847 2345 2644 3089 491 6122 2899 4574 2960 2919 1765 1660 987 1265 4110 1452
342 873 467 1197 609 1457 1463 1157 424 1545 1101 2495 1677 2381 1297 1150 744 788 1539 1721
207 539 449 273 161 439 336 881 204 772 465 489 843 853 387 412 249 292 1316 349
520 510 363 774 406 1368 1599 2617 1018 1571 1236 2700 2317 3335 855 1439 974 908 2079 1852
404 1072 1064 819 784 1763 1738 2067 458 2148 969 1327 2660 3115 1523 1421 1816 808 1806 2095
66 396 278 87 268 495 700 645 218 681 294 972 574 988 339 314 261 374 323 419
490 1016 744 947 458 561 1227 1721 1008 2268 3363 4678 6419 6120 3331 2090 2281 1711 7487 5796
783 874 480 467 788 2449 1726 2113 792 1815 1061 1929 1066 2871 863 1087 1248 888 2407 1419
1394 2747 3413 1335 1701 3157 2725 2699 3270 4477 2684 4336 5529 14209 3197 5260 2209 3664 5372 4268
1631 4611 3410 1534 2021 4469 4276 7511 1752 3555 8490 29517 13199 33808 5456 7201 8468 8266 16252 12374
816 2419 978 719 969 2858 2926 2102 817 2764 405 1550 1286 2229 993 787 1190 475 1699 1115
2492 9638 4337 3107 2554 4995 4645 4904 3137 9055 5082 10019 4461 12678 4410 6495 3793 3354 11621 10542
4349 8352 4013 3207 3233 7605 9034 11683 5120 6371 4639 9134 17021 12387 7356 5392 6708 9640 7198 10178
604 1445 404 303 131 1370 733 975 452 803 938 3212 1766 2061 669 781 481 376 1618 864
1416 1253 1101 1508 810 5414 2339 3151 676 1095 2226 4509 5542 4412 1785 1743 1807 1486 2752 1829
471 698 503 390 410 1418 1593 1421 432 1525 1552 1980 2336 626 1196 1426 724 790 2310 1338
743 1911 789 780 805 1099 1613 2055 1034 3111 871 3372 2271 3422 1147 1059 1065 1130 2095 1879
557 793 394 744 393 1010 630 2017 643 1399 901 1574 1476 902 1655 1147 427 700 1511 1220
582 2072 709 746 632 2164 2398 2719 1049 2149 2017 2417 3813 2678 1926 1961 1048 984 2484 2437
1053 2902 967 1525 1093 3849 3637 3592 540 3565 1688 4720 3329 7879 1627 1886 1866 1190 7727 3196
2217 7114 3812 1440 3194 11600 6904 9207 3289 6031 4826 9194 9691 21109 2940 6037 2135 2438 7259 7393
1489 3298 2820 2594 1556 7587 5457 4286 1091 6334 2823 8192 6629 9550 4089 4001 2551 5240 6592 5400
1363 2201 2049 1987 1028 4028 2339 3402 812 1779 2354 7095 4577 5540 980 2498 1287 2018 3037 3251
1067 2053 1426 804 1073 4350 2155 2937 1313 3276 3441 5085 2625 3580 792 1838 2071 1059 2444 2759
131 1160 341 355 315 655 697 1440 414 857 682 1798 2475 1557 864 625 349 471 1240 1032
159 750 274 215 125 504 423 472 221 161 100 299 229 183 155 113 78 59 160 150
735 1842 699 663 488 1170 1044 2561 566 1797 1211 2387 1603 2792 1372 1246 907 919 1238 2257
239 360 261 323 197 496 955 355 124 732 660 1202 3068 2977 1531 908 948 654 1338 1887
1428 2463 825 758 424 2263 1349 2269 703 2055 1918 2057 1884 5032 1185 1029 1494 1550 2735 1804
389 499 251 479 394 779 1043 744 427 865 622 1338 726 1066 469 975 374 410 965 530
341 876 607 583 292 1230 968 1159 366 1087 775 1716 1022 1208 438 1339 599 713 1540 1031
1254 6354 3135 1306 2140 4764 4067 1909 2019 5273 7754 8039 15038 13326 4540 8989 5584 3961 16249 13463
1565 5681 3232 2635 2729 6051 6621 7668 5531 5692 1861 3015 5907 3735 1426 1915 1255 1105 5310 3360
432 1142 572 841 844 1286 1162 1682 606 805 705 1576 2403 1318 943 1364 1018 550 2072 1543
97 456 197 270 383 511 227 492 207 552 413 515 856 1001 191 485 340 256 1303 417
698 2750 926 924 829 1977 1765 2357 671 2687 2029 3809 3823 3945 1954 2944 1440 718 2748 1941
1173 2338 1442 915 1780 2226 2633 3401 1391 3417 1660 5161 4343 4592 1758 2078 2377 2090 1652 3054
181 778 428 440 473 1038 873 2009 431 1307 665 844 1699 686 940 489 756 343 1354 1085
3998 8081 5649 5988 6102 11080 11249 14206 4499 5347 6490 17755 15113 19229 6022 8532 4913 3101 13106 12575
4 1 5 7 4 5 3 10 4 9 3 18 12 23 7 9 1 9 8 14
367 3951 1702 938 1376 2050 1733 1241 492 1768 1172 3855 2538 3037 1175 969 829 1180 3460 1988
143 681 304 422 250 578 675 454 229 840 422 899 810 850 415 666 559 263 875 587
879 2105 1159 853 1024 1996 1549 3231 933 2969 1492 1359 2518 2833 1861 1321 1037 643 2082 2444
971 3103 2339 1969 863 2189 1932 3878 963 4014 1436 2369 2556 5987 2658 3066 2462 1769 3680 4445
748 3281 971 686 669 2678 2938 899 1123 3151 1032 2959 2838 2879 823 1803 1213 1728 1710 3077
1202 2224 1984 1381 1915 2472 1980 2607 807 2652 1939 2247 3889 3871 1594 1538 1398 1702 2487 3706
551 2228 703 649 621 1661 2468 3505 327 2074 1581 1294 2277 2518 1310 1675 1171 1117 1837 1014
1450 4425 2094 2170 1307 2748 3826 3825 1336 6344 3438 5222 10400 9836 1248 1889 2370 4483 3255 4899
349 1591 272 415 436 1189 1056 1466 283 649 781 1403 1247 682 712 884 309 508 1344 786
1425 3146 2584 1784 1398 2933 1763 3822 1040 3884 2423 3576 8496 4987 1883 1729 2419 2031 3484 3918
193 159 83 138 96 266 274 499 149 488 177 325 353 629 168 285 150 228 460 199
1517 1968 1033 1096 1717 2628 3873 3845 1635 5624 2839 4368 5802 6821 3110 2160 1723 1669 5867 2856
1582 721 1256 1486 1501 3091 3205 4957 1543 4315 2989 6270 4792 10962 2664 1250 1818 2479 3297 5338
500 1463 718 525 642 1445 1122 2252 337 1211 1078 1723 2011 2556 609 653 740 631 2734 1725
261 919 519 672 719 2289 754 2590 916 893 1113 1265 2429 2453 932 1595 670 1004 2182 1534
952 1897 1773 758 1180 3555 2957 3863 1180 4291 2892 5099 3890 7231 2042 3146 2344 2397 4094 3695
339 976 392 289 252 703 663 509 334 572 868 579 1194 443 505 836 348 545 886 844
1161 1668 1058 1917 2774 2466 3721 5437 1200 4115 3426 4809 4746 5128 2450 2672 2745 2577 5201 3762
3590 7362 3986 3836 3551 6051 6219 8514 2316 4896 5572 12233 4591 17527 5824 7075 3642 7822 11361 7799
1240 2291 1543 959 1086 4994 2148 3658 1848 2403 1156 4149 4226 2823 2853 1507 1376 2054 3527 3838
944 2002 964 761 861 2426 1505 3291 895 3354 1038 5723 3299 4956 1708 1357 1401 1207 4251 2203
2003 3220 1537 2114 1647 4866 3708 7295 2253 4969 2642 6434 6385 3891 2785 3637 3344 2483 4959 7111
304 964 679 455 465 838 1048 860 442 1088 626 1275 919 2132 1331 1824 949 1021 1926 1209
753 1210 1288 791 738 1928 1644 4302 615 2395 1255 2075 4296 4681 967 1883 1171 819 4396 3669
1064 2127 964 890 743 3331 2633 2512 875 3571 892 3002 2192 5241 1162 2781 2018 2432 2268 3488
937 3813 699 1346 696 2274 2094 3444 1377 1524 247 940 1238 1893 836 624 442 441 1131 1236
1028 4206 1742 1553 1775 3516 1630 5900 1268 3400 3351 6838 4348 11644 2950 5383 1917 1837 4918 5911
1126 3082 1140 1315 1638 2078 2459 4165 605 1952 2313 3381 5410 5248 2247 3018 2005 1237 3436 2061
156 663 216 214 165 352 587 378 165 537 402 377 825 873 255 258 492 205 622 543
973 2158 1389 980 668 3409 1620 1676 811 4159 1237 3001 3135 4362 787 1180 2617 1502 3180 1876
1001 3346 1084 696 774 2880 1881 2226 776 4005 3849 13228 8984 12711 4616 5007 3129 5246 7940 4119
562 1142 948 544 768 2190 2533 2571 793 2107 1702 2146 2369 2725 565 1395 655 988 1331 2764
1252 3140 1159 1145 971 2619 1931 2366 833 2730 1904 6464 5836 5696 4839 3121 2942 2716 8053 4972
315 764 928 341 478 1385 870 914 462 1048 594 1388 1572 1387 679 1163 673 1028 1603 1303
510 1105 283 449 287 1006 627 1780 554 932 738 1048 2677 1607 812 670 453 205 1269 1807
180 1332 469 309 261 886 1017 1303 419 1150 2182 7345 5609 5974 1682 2439 2028 2075 2011 3968
2299 7742 4076 2616 3793 9224 4591 8499 3189 10141 4285 8065 6844 18935 4053 7014 3294 3393 11221 8660
110 401 109 192 174 225 351 561 132 801 637 516 523 769 554 365 227 283 755 258
1535 8252 2251 3097 3922 5774 6034 6411 2262 4864 4584 8014 10509 10286 4707 6122 3991 4687 6711 3967
608 2046 1290 485 1207 2999 4220 4071 1413 2398 10485 13218 11987 16230 6139 3704 3188 4226 10210 9481
1864 5421 2096 1467 1269 3639 4744 8033 1931 5099 2777 5101 8529 10227 3049 2815 2612 2387 8056 6750
667 1104 830 716 463 1205 1505 782 491 2140 882 2172 4007 2996 1306 1864 993 734 3062 3964
1251 1771 1756 1698 1281 3376 2523 4427 1239 1749 4926 5756 6330 8430 2690 7368 2467 2062 9282 7217
699 2162 802 692 630 1474 1304 1789 909 2133 2087 6154 8423 4597 4027 2786 1940 2294 5699 4647
1071 2379 1378 1320 1097 4862 2539 3372 929 3100 3128 2707 4005 4769 856 1753 1080 1138 2443 3993
290 525 123 163 346 443 512 1067 156 378 362 1534 1328 1150 245 638 497 399 1174 801
293 1028 539 517 387 1544 1035 823 458 997 582 408 964 889 544 675 311 287 985 566
308 692 260 202 264 630 452 1398 409 569 624 1301 548 1405 436 482 388 480 518 709
291 873 496 529 421 1343 536 1108 647 716 799 2504 1317 1167 432 501 667 473 678 1121
1877 6539 4803 1218 3076 8240 5631 5176 2373 6955 3967 11680 9883 10339 3944 5323 4095 2026 10672 5062
1116 1754 635 835 350 2427 1284 3568 929 2883 2055 3697 3903 4124 1012 1225 901 1074 3836 3022
1374 4098 1915 1455 2123 5497 6151 6443 2084 5605 3712 5310 5418 10118 1930 4595 2176 2148 5665 6712
1700 4924 1330 1844 1870 5793 9607 5609 897 6205 3021 7957 6276 8405 7995 3987 3784 5007 14670 3273
1089 1685 595 480 612 1865 1328 2749 794 2049 1323 2949 1990 1109 1255 1366 1345 1301 3114 1014
255 644 394 405 376 914 649 1040 523 812 697 1243 1437 1398 491 760 496 509 1093 694
1246 4202 1487 2621 1430 3582 3110 6830 2286 2798 2223 7144 3870 6722 2210 2622 2523 3179 5964 3274
1332 4661 2885 1892 1405 4646 6635 3252 2958 6574 1764 8191 7169 11078 2064 4650 3667 2160 7422 4400
232 350 150 185 223 562 508 741 169 433 130 795 532 996 196 635 445 609 1063 711
886 2125 737 1312 746 2858 1657 2698 1050 3104 1109 2780 4506 3310 1438 1432 1279 1815 2976 4142
324 674 551 370 563 379 677 884 568 1790 1308 1631 2420 1811 956 940 1030 665 1835 1149
388 1043 518 163 607 803 928 1842 495 908 653 2088 1292 1789 1032 1018 694 518 1403 1393
1290 3317 3230 2227 1907 3995 3485 3132 1913 7087 2274 8761 7383 5936 2759 3686 2963 2769 4436 8903
2994 15405 3713 2530 2374 9901 3634 9353 1905 10618 12260 23709 45219 55327 11790 18472 14139 19401 34197 30438
1475 2692 787 1954 1674 2145 1852 3941 807 2108 2639 4026 3694 2691 1452 3207 1045 1621 3573 2966
648 2151 1374 673 696 2289 1047 2538 1036 2008 1359 2193 4337 2577 654 2249 1325 744 2157 2132
696 1619 1714 1949 870 1782 3617 3099 916 2993 1706 5319 10932 5978 3375 3374 2673 2717 2248 5037
426 780 321 400 385 919 790 890 235 1076 377 706 839 2225 873 1195 811 740 1101 1765
2410 9218 3867 3309 1851 7203 6306 10011 2625 6736 8494 9121 9312 10425 7690 5880 2669 3740 12446 14393
373 1980 373 479 334 700 604 2208 697 1258 571 1772 1157 2180 725 1078 579 600 1752 1486
857 2803 909 1101 1065 2281 1821 4727 1118 1614 2494 3452 4570 5578 1287 2927 2478 1852 5055 5366
1103 9695 2428 2302 1383 5832 3656 5020 1659 8096 4067 10911 12670 7485 5267 5946 3445 3126 11231 7686
1925 6833 1552 1461 2256 2849 6032 2985 2061 4329 2854 12361 6041 7615 4207 2848 3187 3193 8790 4916
2969 7637 3099 3596 4457 6030 7666 7162 1406 6924 5928 10025 7568 10651 3152 1788 4093 3345 5716 8241
109 322 231 125 277 304 277 502 114 300 652 838 1551 964 291 660 299 334 1337 522
2339 16194 4192 3355 4824 8649 5128 11687 5240 9289 9727 18202 19910 12840 5364 12431 5533 3096 6698 10260
851 3599 1133 1060 2198 3566 3050 3671 1146 4658 1805 5825 6021 2926 2225 2530 1966 2563 3565 3416
588 2520 962 889 978 2975 1996 1380 1025 1899 1461 3333 3079 2609 1569 1323 1109 1394 4184 3618
182 432 250 280 187 440 331 269 199 271 614 1457 1602 1830 412 633 562 372 1289 1306
696 2273 637 538 705 2166 1424 3966 672 903 1814 3367 3355 6256 1458 746 1918 1113 4076 4964
801 1043 660 738 516 1263 1224 2553 467 1897 762 681 1069 1473 442 437 469 496 1193 589
448 833 637 569 613 2193 1315 1695 486 2258 914 2972 1861 2252 1112 1061 957 456 1474 2045
86 366 130 67 81 301 245 325 120 282 68 572 196 627 91 213 115 216 279 315
531 3201 1126 1059 1229 3151 1227 2997 594 3569 1752 4715 4625 4511 988 1295 848 2141 1995 3044
2492 5854 6492 2718 1915 6501 4764 7154 3492 7851 22187 26850 54588 41465 17621 13473 26219 26069 35963 23611
1326 2313 1081 2718 1182 3291 4197 5639 1683 1456 3128 5262 4302 2912 2739 2951 1338 1453 3530 3775
731 1736 908 496 625 1454 1708 1719 873 2386 2006 2826 2951 5167 1143 4644 2901 1266 3456 3443
156 508 228 360 274 635 519 774 325 508 391 361 907 596 492 646 323 474 1320 446
243 556 414 320 171 757 594 1085 277 674 570 1095 1157 819 445 543 498 341 937 722
341 909 569 357 423 636 1006 1302 320 1039 767 1240 1739 581 720 569 818 571 1268 954
1419 5681 4500 3239 4141 8092 5471 7729 1577 12035 7431 21373 10936 20820 9188 9849 6804 3962 15795 15749
667 3320 1897 1110 1037 3904 3369 3939 860 4521 1838 3836 4466 4173 2611 2903 1067 1320 3589 2482
743 3266 1583 1026 717 3180 2766 1999 1545 2692 3757 5508 3032 3542 2884 3227 1289 1154 2423 2634
691 1170 619 235 308 1608 1405 2120 711 1446 1007 2735 1772 1878 598 909 769 794 2240 1062
597 594 861 722 662 1998 1118 1629 593 1091 1062 2140 2695 3006 408 758 775 896 2442 1561
1943 6020 2789 3565 3037 8500 4579 5461 1814 6268 6676 5545 9526 7078 6152 8631 3194 4167 6181 6110
420 1607 901 1017 962 2922 2278 1180 619 2758 1760 2743 3379 2869 1690 1696 726 649 3149 3004
1057 3809 1273 2470 1085 3777 4864 4315 588 3714 1624 5836 8066 5070 1936 4559 3377 2789 6225 8029
206 484 220 116 326 723 445 536 154 621 368 736 602 1160 619 508 416 242 698 1082
892 1343 834 988 780 2482 2511 3810 770 3001 1966 6902 6085 8539 3115 3392 3599 2139 10425 6175
476 702 1043 461 587 3002 1395 2246 586 1608 1281 2618 787 2828 581 804 853 554 2279 1047
4888 7548 3947 3484 3984 9769 5882 16359 2718 8013 4533 15243 20406 9372 6394 8541 4202 7272 13990 12434
955 1560 907 725 727 1475 1267 2051 1237 3732 1395 1725 3035 3719 1535 2082 1471 1108 3363 2627
2125 4414 1805 1900 1692 5697 2654 5821 1118 2789 1807 3246 5480 6415 2614 4529 1733 1803 5722 6058
2032 3669 2203 1457 2068 5216 1707 6350 1382 3819 2088 4383 5472 6103 3628 2476 1914 1665 4291 6425
385 840 622 636 421 1081 508 1522 303 1750 595 875 1758 2061 542 984 617 623 1082 789
1983 6725 4269 2572 3042 5665 6749 4792 2045 6115 1087 4250 7381 5471 2530 3512 3332 2921 5206 3750
464 2143 633 358 470 764 730 1405 527 1456 826 2210 1560 2368 697 1175 849 513 1513 1176
2604 4076 3042 2487 2942 4338 4877 5821 1586 6869 4220 10721 17425 9817 3076 3806 3042 5353 9793 8607
524 1833 1081 1640 1017 977 2760 1714 674 1481 1265 2378 2266 6207 995 1945 1627 1182 2059 2793
561 2407 2297 1069 930 2999 2513 2656 803 5498 3505 5584 3156 7735 1466 2077 2379 1133 7330 4207
856 2779 1029 1725 1413 3001 2594 3444 1267 3863 1859 4014 5741 3687 1417 3827 1286 1581 3368 4478
242 674 507 209 617 1019 963 639 493 588 484 1847 1387 1205 716 623 427 670 1249 1528
425 1605 772 654 589 728 1821 2349 699 1619 931 3057 1722 3343 950 2170 1140 638 2302 1850
3406 10253 4777 4671 3032 7447 5387 18429 3689 14384 4747 12351 10265 15855 9567 10201 4374 6088 8934 10230
179 798 268 235 215 590 569 870 390 587 248 281 275 479 165 202 300 146 668 468
150 543 190 319 221 582 426 752 160 500 516 985 463 1376 643 666 530 415 495 679
688 904 490 633 974 2033 1817 1388 391 1732 2990 8004 7617 8008 3042 3960 2578 2575 5729 5548
113 278 233 168 124 558 313 414 321 692 512 889 458 1173 409 550 415 299 821 590
1433 12045 4594 2031 3898 4382 4572 3146 2313 5791 1246 3223 2474 3987 1193 1640 1111 1758 3689 2177
371 2412 845 453 624 1587 880 1556 523 2118 1359 1715 4084 3090 945 1465 515 511 1522 1274
240 421 352 231 413 440 373 625 222 450 272 836 454 796 401 422 223 323 566 369
165 680 149 205 133 685 275 516 312 623 253 709 1168 903 477 528 290 265 952 763
1867 5334 1898 2030 1870 5181 5123 5670 2356 6625 2587 8715 8067 6662 3473 3534 3871 2661 6181 6364
1329 2812 1002 1126 941 2931 1868 4943 1457 4711 3041 4554 4263 2358 2331 1914 1562 1549 2663 1793
969 3039 1607 1197 1294 4629 3877 4122 1394 6586 1584 5116 3574 5840 2433 1244 1936 1383 2699 4810
429 1183 320 822 423 1638 1226 1068 523 1198 905 2490 2396 2590 1261 1230 645 743 1783 1535
792 3100 603 1356 1270 3004 2141 4353 965 2928 2529 2559 4737 4729 1750 3197 1802 1082 3436 5550
2272 11648 2922 2704 4446 9621 6883 9829 3429 3967 5691 10793 14636 21482 5378 5711 2473 3825 8453 9354
1258 2631 2275 1034 1887 2146 3779 3844 1455 2280 2155 4847 6908 7932 1791 3407 2052 3173 9184 1970
721 4594 1389 1789 846 1058 2445 4965 1314 4576 3445 3515 5013 6354 1924 5062 1881 2918 4521 3462
323 1222 670 498 869 942 860 917 476 1111 546 993 1120 1477 770 626 253 376 846 906
773 3761 796 1082 1303 3857 3229 4034 1391 3156 2237 3980 5106 3746 2692 2083 1759 2417 2389 3963
3544 3848 3561 1359 3137 8347 2961 6392 1981 7439 1664 2883 6023 8214 4907 3412 2480 3593 9158 10844
562 3284 2122 1700 1241 2986 1733 2968 896 2558 2617 3417 6718 5677 2321 1608 2352 1159 4736 3355
48 253 103 56 81 256 161 252 108 244 153 369 385 375 220 147 138 292 387 143
1115 4964 1705 2708 1895 3518 2780 7431 1370 7064 4089 4113 4427 3314 2254 4033 2358 3202 9091 2837
705 1060 952 175 734 1698 1006 1329 316 2522 355 1278 1629 1367 461 1155 368 477 1040 1171
